,0,1
5913,AB1N007Fn,integrated
5914,AB1N008Fn,integrated
5915,AB1N009Fn,integrated
5916,AB1N010Fn,integrated
5917,AB1N011Fn,integrated
5918,AB1N012Fn,integrated
5919,AB1N013Fn,integrated
5920,AB1N014Fn,integrated
5921,AB1N015Fn,integrated
5922,AB1N016Fn,integrated
5923,AB1N017Fn,integrated
5924,AB1N018Fn,integrated
5925,AB1N019Fn,integrated
5926,AB1N020Fn,integrated
5927,AB1N021Fn,integrated
5928,AB1N022Fn,integrated
5929,AB1N023Fn,integrated
5930,AB1N024Fn,integrated
5931,AB1N025Fn,integrated
5932,AB1N026Fn,integrated
5933,AB1N027Fn,integrated
5934,AB1N028Fn,integrated
5935,AB1N029Fn,integrated
5936,AB1N030Fn,integrated
5937,AB1N031Fn,integrated
5938,AB1N032Fn,integrated
5939,AB1N033Fn,integrated
5940,AB1N034Fn,integrated
5941,AB1N035Fn,integrated
5942,AB1N036Fn,integrated
5943,AB1N037Fn,integrated
5944,AB1N038Fn,integrated
5945,AB1N039Fn,integrated
5946,AB1N040Fn,integrated
5947,AB1N041Fn,integrated
5948,AB1N042Fn,integrated
5949,AB1N043Fn,integrated
5950,AB1N044Fn,integrated
5951,AB1N045Fn,integrated
5952,AB1N046Fn,integrated
5953,AB1N047Fn,integrated
5954,AB1N048Fn,integrated
5955,AB1N049Fn,integrated
5956,AB1N050Fn,integrated
5957,AB1N001Ft,integrated
5958,AB1N002Ft,integrated
5959,AB1N003Ft,integrated
5960,AB1N004Ft,integrated
5961,AB1N005Ft,integrated
5962,AB1N006Ft,integrated
5963,AB1N007Ft,integrated
5964,AB1N008Ft,integrated
5965,AB1N009Ft,integrated
5966,AB1N010Ft,integrated
5967,AB1N011Ft,integrated
5968,AB1N012Ft,integrated
5969,AB1N013Ft,integrated
5970,AB1N014Ft,integrated
5971,AB1N015Ft,integrated
5972,AB1N016Ft,integrated
5973,AB1N017Ft,integrated
5974,AB1N018Ft,integrated
5975,AB1N019Ft,integrated
5976,AB1N020Ft,integrated
5977,AB1N021Ft,integrated
5978,AB1N022Ft,integrated
5979,AB1N023Ft,integrated
5980,AB1N024Ft,integrated
5981,AB1N025Ft,integrated
5982,AB1N026Ft,integrated
5983,AB1N027Ft,integrated
5984,AB1N028Ft,integrated
5985,AB1N029Ft,integrated
5986,AB1N030Ft,integrated
5987,AB1N031Ft,integrated
5988,AB1N032Ft,integrated
5989,AB1N033Ft,integrated
5990,AB1N034Ft,integrated
5991,AB1N035Ft,integrated
5992,AB1N036Ft,integrated
5993,AB1N037Ft,integrated
5994,AB1N038Ft,integrated
5995,AB1N039Ft,integrated
5996,AB1N040Ft,integrated
5997,AB1N041Ft,integrated
5998,AB1N042Ft,integrated
5999,AB1N043Ft,integrated
6000,AB1N044Ft,integrated
6001,AB1N045Ft,integrated
6002,AB1N046Ft,integrated
6003,AB1N047Ft,integrated
6004,AB1N048Ft,integrated
6005,AB1N049Ft,integrated
6006,AB1N050Ft,integrated
6007,AB1N001Fx,integrated
6008,AB1N002Fx,integrated
6009,AB1N003Fx,integrated
6010,AB1N004Fx,integrated
6011,AB1N005Fx,integrated
6012,AB1N006Fx,integrated
6013,AB1N007Fx,integrated
6014,AB1N008Fx,integrated
6015,AB1N009Fx,integrated
6016,AB1N010Fx,integrated
6017,AB1N011Fx,integrated
6018,AB1N012Fx,integrated
6019,AB1N013Fx,integrated
6020,AB1N014Fx,integrated
6021,AB1N015Fx,integrated
6022,AB1N016Fx,integrated
6023,AB1N017Fx,integrated
6024,AB1N018Fx,integrated
6025,AB1N019Fx,integrated
6026,AB1N020Fx,integrated
6027,AB1N021Fx,integrated
6028,AB1N022Fx,integrated
6029,AB1N023Fx,integrated
6030,AB1N024Fx,integrated
6031,AB1N025Fx,integrated
6032,AB1N026Fx,integrated
6033,AB1N027Fx,integrated
6034,AB1N028Fx,integrated
6035,AB1N029Fx,integrated
6036,AB1N030Fx,integrated
6037,AB1N031Fx,integrated
6038,AB1N032Fx,integrated
6039,AB1N033Fx,integrated
6040,AB1N034Fx,integrated
6041,AB1N035Fx,integrated
6042,AB1N036Fx,integrated
6043,AB1N037Fx,integrated
6044,AB1N038Fx,integrated
6045,AB1N039Fx,integrated
6046,AB1N040Fx,integrated
6047,AB1N041Fx,integrated
6048,AB1N042Fx,integrated
6049,AB1N043Fx,integrated
6050,AB1N044Fx,integrated
6051,AB1N045Fx,integrated
6052,AB1N046Fx,integrated
6053,AB1N047Fx,integrated
6054,AB1N048Fx,integrated
6055,AB1N049Fx,integrated
6056,AB1N050Fx,integrated
6057,AB1N001Fy,integrated
6058,AB1N002Fy,integrated
6059,AB1N003Fy,integrated
6060,AB1N004Fy,integrated
6061,AB1N005Fy,integrated
6062,AB1N006Fy,integrated
6063,AB1N007Fy,integrated
6064,AB1N008Fy,integrated
6065,AB1N009Fy,integrated
6066,AB1N010Fy,integrated
6067,AB1N011Fy,integrated
6068,AB1N012Fy,integrated
6069,AB1N013Fy,integrated
6070,AB1N014Fy,integrated
6071,AB1N015Fy,integrated
6072,AB1N016Fy,integrated
6073,AB1N017Fy,integrated
6074,AB1N018Fy,integrated
6075,AB1N019Fy,integrated
6076,AB1N020Fy,integrated
6077,AB1N021Fy,integrated
6078,AB1N022Fy,integrated
6079,AB1N023Fy,integrated
6080,AB1N024Fy,integrated
6081,AB1N025Fy,integrated
6082,AB1N026Fy,integrated
6083,AB1N027Fy,integrated
6084,AB1N028Fy,integrated
6085,AB1N029Fy,integrated
6086,AB1N030Fy,integrated
6087,AB1N031Fy,integrated
6088,AB1N032Fy,integrated
6089,AB1N033Fy,integrated
6090,AB1N034Fy,integrated
6091,AB1N035Fy,integrated
6092,AB1N036Fy,integrated
6093,AB1N037Fy,integrated
6094,AB1N038Fy,integrated
6095,AB1N039Fy,integrated
6096,AB1N040Fy,integrated
6097,AB1N041Fy,integrated
6098,AB1N042Fy,integrated
6099,AB1N043Fy,integrated
6100,AB1N044Fy,integrated
6101,AB1N045Fy,integrated
6102,AB1N046Fy,integrated
6103,AB1N047Fy,integrated
6104,AB1N048Fy,integrated
6105,AB1N049Fy,integrated
6106,AB1N050Fy,integrated
6107,AB1N001TnInd,integrated
6108,AB1N002TnInd,integrated
6109,AB1N003TnInd,integrated
6110,AB1N004TnInd,integrated
6111,AB1N005TnInd,integrated
6112,AB1N006TnInd,integrated
6113,AB1N007TnInd,integrated
6114,AB1N008TnInd,integrated
6115,AB1N009TnInd,integrated
6116,AB1N010TnInd,integrated
6117,AB1N011TnInd,integrated
6118,AB1N012TnInd,integrated
6119,AB1N013TnInd,integrated
6120,AB1N014TnInd,integrated
6121,AB1N015TnInd,integrated
6122,AB1N016TnInd,integrated
6123,AB1N017TnInd,integrated
6124,AB1N018TnInd,integrated
6125,AB1N019TnInd,integrated
6126,AB1N020TnInd,integrated
6127,AB1N021TnInd,integrated
6128,AB1N022TnInd,integrated
6129,AB1N023TnInd,integrated
6130,AB1N024TnInd,integrated
6131,AB1N025TnInd,integrated
6132,AB1N026TnInd,integrated
6133,AB1N027TnInd,integrated
6134,AB1N028TnInd,integrated
6135,AB1N029TnInd,integrated
6136,AB1N030TnInd,integrated
6137,AB1N031TnInd,integrated
6138,AB1N032TnInd,integrated
6139,AB1N033TnInd,integrated
6140,AB1N034TnInd,integrated
6141,AB1N035TnInd,integrated
6142,AB1N036TnInd,integrated
6143,AB1N037TnInd,integrated
6144,AB1N038TnInd,integrated
6145,AB1N039TnInd,integrated
6146,AB1N040TnInd,integrated
6147,AB1N041TnInd,integrated
6148,AB1N042TnInd,integrated
6149,AB1N043TnInd,integrated
6150,AB1N044TnInd,integrated
6151,AB1N045TnInd,integrated
6152,AB1N046TnInd,integrated
6153,AB1N047TnInd,integrated
6154,AB1N048TnInd,integrated
6155,AB1N049TnInd,integrated
6156,AB1N050TnInd,integrated
6157,AB1N001AxInd,integrated
6158,AB1N002AxInd,integrated
6159,AB1N003AxInd,integrated
6160,AB1N004AxInd,integrated
6161,AB1N005AxInd,integrated
6162,AB1N006AxInd,integrated
6163,AB1N007AxInd,integrated
6164,AB1N008AxInd,integrated
6165,AB1N009AxInd,integrated
6166,AB1N010AxInd,integrated
6167,AB1N011AxInd,integrated
6168,AB1N012AxInd,integrated
6169,AB1N013AxInd,integrated
6170,AB1N014AxInd,integrated
6171,AB1N015AxInd,integrated
6172,AB1N016AxInd,integrated
6173,AB1N017AxInd,integrated
6174,AB1N018AxInd,integrated
6175,AB1N019AxInd,integrated
6176,AB1N020AxInd,integrated
6177,AB1N021AxInd,integrated
6178,AB1N022AxInd,integrated
6179,AB1N023AxInd,integrated
6180,AB1N024AxInd,integrated
6181,AB1N025AxInd,integrated
6182,AB1N026AxInd,integrated
6183,AB1N027AxInd,integrated
6184,AB1N028AxInd,integrated
6185,AB1N029AxInd,integrated
6186,AB1N030AxInd,integrated
6187,AB1N031AxInd,integrated
6188,AB1N032AxInd,integrated
6189,AB1N033AxInd,integrated
6190,AB1N034AxInd,integrated
6191,AB1N035AxInd,integrated
6192,AB1N036AxInd,integrated
6193,AB1N037AxInd,integrated
6194,AB1N038AxInd,integrated
6195,AB1N039AxInd,integrated
6196,AB1N040AxInd,integrated
6197,AB1N041AxInd,integrated
6198,AB1N042AxInd,integrated
6199,AB1N043AxInd,integrated
6200,AB1N044AxInd,integrated
6201,AB1N045AxInd,integrated
6202,AB1N046AxInd,integrated
6203,AB1N047AxInd,integrated
6204,AB1N048AxInd,integrated
6205,AB1N049AxInd,integrated
6206,AB1N050AxInd,integrated
6207,GenPwr,integrated
6208,GenTq,integrated
6209,Wave1Elev,integrated
6210,FAIRTEN1,integrated
6211,FAIRTEN2,integrated
6212,FAIRTEN3,integrated
6213,FAIRTEN4,integrated
6214,FAIRTEN5,integrated
6215,FAIRTEN6,integrated
6216,FAIRTEN7,integrated
6217,FAIRTEN8,integrated
6218,FAIRTEN9,integrated
6219,FAIRTEN10,integrated
6220,FAIRTEN11,integrated
6221,FAIRTEN12,integrated
6222,FAIRTEN13,integrated
6223,FAIRTEN14,integrated
6224,FAIRTEN15,integrated
6225,FAIRTEN16,integrated
6226,FAIRTEN17,integrated
6227,FAIRTEN18,integrated
6228,LINE1N0FX,integrated
6229,LINE1N0FY,integrated
6230,LINE1N0FZ,integrated
6231,LINE7N0FX,integrated
6232,LINE7N0FY,integrated
6233,LINE7N0FZ,integrated
6234,LINE13N0FX,integrated
6235,LINE13N0FY,integrated
6236,LINE13N0FZ,integrated
6237,CON1PX,integrated
6238,CON1PY,integrated
6239,CON1PZ,integrated
6240,CON2PX,integrated
6241,CON2PY,integrated
6242,CON2PZ,integrated
6243,CON3PX,integrated
6244,CON3PY,integrated
6245,CON3PZ,integrated
6246,CON4PX,integrated
6247,CON4PY,integrated
6248,CON4PZ,integrated
6249,CON5PX,integrated
6250,CON5PY,integrated
6251,CON5PZ,integrated
6252,CON6PX,integrated
6253,CON6PY,integrated
6254,CON6PZ,integrated
6255,CON7PX,integrated
6256,CON7PY,integrated
6257,CON7PZ,integrated
6258,CON8PX,integrated
6259,CON8PY,integrated
6260,CON8PZ,integrated
6261,CON9PX,integrated
6262,CON9PY,integrated
6263,CON9PZ,integrated
6264,CON10PX,integrated
6265,CON10PY,integrated
6266,CON10PZ,integrated
6267,CON11PX,integrated
6268,CON11PY,integrated
6269,CON11PZ,integrated
6270,CON12PX,integrated
6271,CON12PY,integrated
6272,CON12PZ,integrated
6273,CON13PX,integrated
6274,CON13PY,integrated
6275,CON13PZ,integrated
6276,CON14PX,integrated
6277,CON14PY,integrated
6278,CON14PZ,integrated
6279,CON15PX,integrated
6280,CON15PY,integrated
6281,CON15PZ,integrated
6282,CON16PX,integrated
6283,CON16PY,integrated
6284,CON16PZ,integrated
6285,CON17PX,integrated
6286,CON17PY,integrated
6287,CON17PZ,integrated
6288,CON18PX,integrated
6289,CON18PY,integrated
6290,CON18PZ,integrated
6291,CON19PX,integrated
6292,CON19PY,integrated
6293,CON19PZ,integrated
6294,CON20PX,integrated
6295,CON20PY,integrated
6296,CON20PZ,integrated
6297,CON21PX,integrated
6298,CON21PY,integrated
6299,CON21PZ,integrated
6300,ANCHTEN1,integrated
6301,ANCHTEN2,integrated
6302,ANCHTEN3,integrated
6303,ANCHTEN4,integrated
6304,ANCHTEN5,integrated
6305,ANCHTEN6,integrated
6306,ANCHTEN7,integrated
6307,ANCHTEN8,integrated
6308,ANCHTEN9,integrated
6309,ANCHTEN10,integrated
6310,ANCHTEN11,integrated
6311,ANCHTEN12,integrated
6312,ANCHTEN13,integrated
6313,ANCHTEN14,integrated
6314,ANCHTEN15,integrated
6315,ANCHTEN16,integrated
6316,ANCHTEN17,integrated
6317,ANCHTEN18,integrated
6318,ANCH1HORZ,integrated
6319,ANCH7HORZ,integrated
6320,ANCH13HORZ,integrated
