,condName,__name__,MooringFile,SeaStFile|WaveHs,SeaStFile|WaveTp,SeaStFile|WaveDir,SeaStFile|WaveSeed(1),InflowFile|PropagationDir,InflowFile|FileName_BTS,InflowFile|RotorApexOffsetPos,EDFile|NacYaw,EDFile|RotSpeed,EDFile|PtfmSurge,EDFile|BlPitch(1),EDFile|BlPitch(2),EDFile|BlPitch(3),ServoFile|PCMode,HydroFile|DiffQTF,windSpeed,windShear
74,75,Run_P200_C142_L1430_clump40_75_S1,"""Moordyn_P200_C142_L1430_clump40_75.dat""",1.54142,5.84783,121.924,-1530510500,-141.109,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_increasedTI_redVel\wind_75_seed1.bts""",0 0 0,141.109,,,,,,,0.0,11.50389433502224,0.14
75,76,Run_P200_C142_L1430_clump40_76_S1,"""Moordyn_P200_C142_L1430_clump40_76.dat""",3.87331,10.8174,91.855,1010217297,-161.666,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_increasedTI_redVel\wind_76_seed1.bts""",0 0 0,161.666,,,,,,,0.0,21.65814684621319,0.14
76,77,Run_P200_C142_L1430_clump40_77_S1,"""Moordyn_P200_C142_L1430_clump40_77.dat""",1.22914,14.1039,95.22,873876342,-24.851,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_increasedTI_redVel\wind_77_seed1.bts""",0 0 0,24.851,0.0,0.0,90.0,90.0,90.0,0.0,0.0,2.992793294774479,0.14
77,78,Run_P200_C142_L1430_clump40_78_S1,"""Moordyn_P200_C142_L1430_clump40_78.dat""",0.946219,15.0797,112.24,31557427,54.4837,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_increasedTI_redVel\wind_78_seed1.bts""",0 0 0,-54.4837,0.0,0.0,90.0,90.0,90.0,0.0,0.0,2.4845825973249,0.14
78,79,Run_P200_C142_L1430_clump40_79_S1,"""Moordyn_P200_C142_L1430_clump40_79.dat""",1.74247,8.61776,88.328,-1398062120,-83.284,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_increasedTI_redVel\wind_79_seed1.bts""",0 0 0,83.284,,,,,,,0.0,4.508095751645484,0.14
79,80,Run_P200_C142_L1430_clump40_80_S1,"""Moordyn_P200_C142_L1430_clump40_80.dat""",1.04481,15.0796,122.978,-229123931,-154.99,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_increasedTI_redVel\wind_80_seed1.bts""",0 0 0,154.99,,,,,,,0.0,5.172827182161533,0.14
80,81,Run_P200_C142_L1430_clump40_81_S1,"""Moordyn_P200_C142_L1430_clump40_81.dat""",4.1069,8.59346,135.612,-984432137,-161.47,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_increasedTI_redVel\wind_81_seed1.bts""",0 0 0,161.47,0.0,0.0,90.0,90.0,90.0,0.0,0.0,27.3364,0.14
81,82,Run_P200_C142_L1430_clump40_82_S1,"""Moordyn_P200_C142_L1430_clump40_82.dat""",2.4188,17.1783,12.54,538674164,-3.773,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_increasedTI_redVel\wind_82_seed1.bts""",0 0 0,3.773,,,,,,,0.0,3.255894754694369,0.14
82,83,Run_P200_C142_L1430_clump40_83_S1,"""Moordyn_P200_C142_L1430_clump40_83.dat""",1.92738,9.36299,99.721,-1563099057,167.897,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_increasedTI_redVel\wind_83_seed1.bts""",0 0 0,-167.897,,,,,,,0.0,5.505840011802953,0.14
83,84,Run_P200_C142_L1430_clump40_84_S1,"""Moordyn_P200_C142_L1430_clump40_84.dat""",5.24927,11.741,85.063,-855573174,-159.019,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_increasedTI_redVel\wind_84_seed1.bts""",0 0 0,159.019,0.0,0.0,90.0,90.0,90.0,0.0,0.0,27.8152,0.14
84,85,Run_P200_C142_L1430_clump40_85_S1,"""Moordyn_P200_C142_L1430_clump40_85.dat""",1.06876,14.3186,152.861,1559898263,29.189,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_increasedTI_redVel\wind_85_seed1.bts""",0 0 0,-29.189,,,,,,,0.0,6.106102764004516,0.14
85,86,Run_P200_C142_L1430_clump40_86_S1,"""Moordyn_P200_C142_L1430_clump40_86.dat""",6.87506,16.3827,55.522,-1189336748,-125.959,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_increasedTI_redVel\wind_86_seed1.bts""",0 0 0,125.959,,,,,,,0.0,13.20688550452553,0.14
86,87,Run_P200_C142_L1430_clump40_87_S1,"""Moordyn_P200_C142_L1430_clump40_87.dat""",1.2831,14.0594,89.772,-178697202,130.835,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_increasedTI_redVel\wind_87_seed1.bts""",0 0 0,-130.835,0.0,0.0,90.0,90.0,90.0,0.0,0.0,2.54245,0.14
87,88,Run_P200_C142_L1430_clump40_88_S1,"""Moordyn_P200_C142_L1430_clump40_88.dat""",0.951148,14.8156,139.607,894499279,-9.603,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_increasedTI_redVel\wind_88_seed1.bts""",0 0 0,9.603,0.0,0.0,90.0,90.0,90.0,0.0,0.0,2.430666861548417,0.14
88,89,Run_P200_C142_L1430_clump40_89_S1,"""Moordyn_P200_C142_L1430_clump40_89.dat""",1.05267,16.5013,-177.141,-1771919912,28.035,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_increasedTI_redVel\wind_89_seed1.bts""",0 0 0,-28.035,,,,,,,0.0,6.692124220721024,0.14
89,90,Run_P200_C142_L1430_clump40_90_S1,"""Moordyn_P200_C142_L1430_clump40_90.dat""",0.991538,15.5006,-102.2297,-251111632,20.918,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_increasedTI_redVel\wind_90_seed1.bts""",0 0 0,-20.918,,,,,,,0.0,5.369028892999434,0.14
90,91,Run_P200_C142_L1430_clump40_91_S1,"""Moordyn_P200_C142_L1430_clump40_91.dat""",1.15379,16.5316,173.006,-1484716444,-136.596,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_increasedTI_redVel\wind_91_seed1.bts""",0 0 0,136.596,,,,,,,0.0,6.904809409209363,0.14
