,condName,__name__,MooringFile,SeaStFile|WaveHs,SeaStFile|WaveTp,SeaStFile|WaveDir,SeaStFile|WaveSeed(1),InflowFile|PropagationDir,InflowFile|FileName_BTS,InflowFile|RotorApexOffsetPos,EDFile|NacYaw,EDFile|RotSpeed,EDFile|PtfmSurge,EDFile|BlPitch(1),EDFile|BlPitch(2),EDFile|BlPitch(3),ServoFile|PCMode,HydroFile|DiffQTF,windSpeed,windShear
83,84,Run_P200_C142_L1430_clump40_84_S1,"""Moordyn_P200_C142_L1430_clump40_84.dat""",5.24927,11.741,75.063,-855573174,-149.019,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_default\wind_84_seed1.bts""",0 0 0,149.019,0.0,0.0,90.0,90.0,90.0,0.0,0.0,27.8152,0.14
84,85,Run_P200_C142_L1430_clump40_85_S1,"""Moordyn_P200_C142_L1430_clump40_85.dat""",1.06876,14.3186,142.861,1559898263,39.189,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_default\wind_85_seed1.bts""",0 0 0,-39.189,,,,,,,0.0,7.48417,0.14
85,86,Run_P200_C142_L1430_clump40_86_S1,"""Moordyn_P200_C142_L1430_clump40_86.dat""",6.87506,16.3827,45.522,-1189336748,-115.959,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_default\wind_86_seed1.bts""",0 0 0,115.959,,,,,,,0.0,13.8193,0.14
86,87,Run_P200_C142_L1430_clump40_87_S1,"""Moordyn_P200_C142_L1430_clump40_87.dat""",1.2831,14.0594,79.772,-178697202,140.835,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_default\wind_87_seed1.bts""",0 0 0,-140.835,0.0,0.0,90.0,90.0,90.0,0.0,0.0,2.54245,0.14
87,88,Run_P200_C142_L1430_clump40_88_S1,"""Moordyn_P200_C142_L1430_clump40_88.dat""",0.951148,14.8156,129.607,894499279,0.397,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_default\wind_88_seed1.bts""",0 0 0,-0.397,,,,,,,0.0,3.14658,0.14
88,89,Run_P200_C142_L1430_clump40_89_S1,"""Moordyn_P200_C142_L1430_clump40_89.dat""",1.05267,16.5013,172.859,-1771919912,38.035,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_default\wind_89_seed1.bts""",0 0 0,-38.035,,,,,,,0.0,8.19543,0.14
89,90,Run_P200_C142_L1430_clump40_90_S1,"""Moordyn_P200_C142_L1430_clump40_90.dat""",0.991538,15.5006,-112.2297,-251111632,30.918,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_default\wind_90_seed1.bts""",0 0 0,-30.918,,,,,,,0.0,6.59958,0.14
90,91,Run_P200_C142_L1430_clump40_91_S1,"""Moordyn_P200_C142_L1430_clump40_91.dat""",1.15379,16.5316,163.006,-1484716444,-126.596,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_default\wind_91_seed1.bts""",0 0 0,126.596,,,,,,,0.0,8.45581,0.14
91,92,Run_P200_C142_L1430_clump40_92_S1,"""Moordyn_P200_C142_L1430_clump40_92.dat""",2.31837,17.5098,-23.573,-1767328929,-154.479,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_default\wind_92_seed1.bts""",0 0 0,154.479,,,,,,,0.0,5.6039,0.14
92,93,Run_P200_C142_L1430_clump40_93_S1,"""Moordyn_P200_C142_L1430_clump40_93.dat""",0.949737,14.9939,130.768,2002090009,141.479,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_default\wind_93_seed1.bts""",0 0 0,-141.479,0.0,0.0,90.0,90.0,90.0,0.0,0.0,2.25424,0.14
93,94,Run_P200_C142_L1430_clump40_94_S1,"""Moordyn_P200_C142_L1430_clump40_94.dat""",8.70912,16.2926,10.322,361646759,-46.08,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_default\wind_94_seed1.bts""",0 0 0,46.08,,,,,,,0.0,14.4346,0.14
94,95,Run_P200_C142_L1430_clump40_95_S1,"""Moordyn_P200_C142_L1430_clump40_95.dat""",2.55103,20.2362,-52.8697,1932084135,39.241,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_default\wind_95_seed1.bts""",0 0 0,-39.241,,,,,,,0.0,9.93176,0.14
95,96,Run_P200_C142_L1430_clump40_96_S1,"""Moordyn_P200_C142_L1430_clump40_96.dat""",1.08882,13.1824,-72.8677,1433310833,-100.849,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_default\wind_96_seed1.bts""",0 0 0,100.849,,,,,,,0.0,4.65941,0.14
96,97,Run_P200_C142_L1430_clump40_97_S1,"""Moordyn_P200_C142_L1430_clump40_97.dat""",4.1325,17.4863,143.908,1470820493,-150.684,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_default\wind_97_seed1.bts""",0 0 0,150.684,,,,,,,0.0,18.864,0.14
97,98,Run_P200_C142_L1430_clump40_98_S1,"""Moordyn_P200_C142_L1430_clump40_98.dat""",1.734,19.118,-106.9103,1219876426,-136.256,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_default\wind_98_seed1.bts""",0 0 0,136.256,,,,,,,0.0,9.7484,0.14
98,99,Run_P200_C142_L1430_clump40_99_S1,"""Moordyn_P200_C142_L1430_clump40_99.dat""",1.00667,13.5733,-107.7179,-938327003,178.395,"""W:\TurbSim\workspace\15MW_fat_turbsimFiles\turbsim_default\wind_99_seed1.bts""",0 0 0,-178.395,,,,,,,0.0,3.992,0.14
